Unnamed: 0,source,author,title,description,urlToImage,publishedAt,content
516,"{'id': 'cnn', 'name': 'CNN'}","Zachary Cohen, CNN",US intelligence report says Russia attempted to interfere in 2020 election with goal of 'denigrating' Biden and helping Trump,"The Office of the Director of National Intelligence released its declassified report on foreign threats to 2020 US elections Tuesday, which concludes that foreign adversaries -- including Russia -- did attempt to interfere.",https://cdn.cnn.com/cnnnext/dam/assets/170626163907-russia-dnc-hacking-ron-2-00000808-super-tease.jpg,2021-03-16T18:31:34Z,"Washington (CNN)The Office of the Director of National Intelligence released its declassified report on foreign threats to 2020 US elections Tuesday, which concludes that foreign adversaries -- inclu… [+2297 chars]"
517,"{'id': 'bbc-news', 'name': 'BBC News'}",,Denmark set to allow fans at Euros games,"Denmark is set to allow ""at least 11,000 to 12,000"" fans to attend the European Championship matches in the country, while Russia also expects to allow supporters into games.",https://ichef.bbci.co.uk/live-experience/cps/624/cpsprodpb/FC6C/production/_116702646_gettyimages-1185619682.jpg,2021-03-25T14:37:46Z,"Denmark are set to have fans at their Parken Stadium for group games against Finland, Belgium and Russia
Denmark is set to allow ""at least 11,000 to 12,000"" fans to attend the European Championship … [+2312 chars]"
518,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,White House says Russia will be held accountable for actions it has taken - Reuters Africa,The White House said on Wednesday that Russia will be held accountable after a U.S. intelligence report bolstered longstanding allegations that Russia sought to interfere in the 2020 U.S. presidential election.,https://static.reuters.com/resources/r/?m=02&d=20210317&t=2&i=1555251591&r=LYNXMPEH2G1MI&w=800,2021-03-17T19:32:00Z,"By Reuters Staff
FILE PHOTO: A sign is seen as voters line up for the U.S. Senate run-off election, at a polling location in Marietta, Georgia, U.S., January 5, 2021. REUTERS/Mike Segar
WASHINGTON … [+515 chars]"
519,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Russia recalls its U.S. ambassador for consultations after Biden comment on Putin - Reuters,Russia on Wednesday called its ambassador to the United States back to Moscow for consultations on the future of U.S.-Russia ties after President Joe Biden said Vladimir Putin would 'pay a price' for alleged election meddling.,https://static.reuters.com/resources/r/?m=02&d=20210317&t=2&i=1555241963&r=LYNXMPEH2G1IO&w=800,2021-03-17T18:06:00Z,"By Reuters Staff
FILE PHOTO: Russian President Vladimir Putin attends a meeting with participants of the We Are Together nationwide volunteer campaign at the Kremlin in Moscow, Russia March 4, 2021.… [+768 chars]"
520,"{'id': 'engadget', 'name': 'Engadget'}",https://www.engadget.com/about/editors/kris-holt,Apple will abide by Russian law by offering government-approved apps,"Users will be able to opt out of installing them, according to a Russian newspaper.",https://s.yimg.com/os/creatr-uploaded-images/2021-03/a41245b0-8662-11eb-adff-14946d6c53ad,2021-03-16T14:42:55Z,"Apple has reportedly agreed to show Russian users a prompt to preinstall some apps when they're first using an iPhone or other device. If a user doesnt select one of the government-approved apps, it … [+999 chars]"
521,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,U.S. imposes sanctions on Russia over poisoning of Navalny - Reuters,"The United States imposed sanctions on Tuesday on Russian individuals and entities after concluding that Russia attempted to kill opposition figure Alexei Navalny with a nerve agent, senior Biden administration officials said.",https://static.reuters.com/resources/r/?m=02&d=20210302&t=2&i=1553461068&r=LYNXNPEH210XK&w=800,2021-03-02T14:10:00Z,"By Reuters Staff
FILE PHOTO: Russian opposition politician Alexei Navalny attends a hearing to consider an appeal against an earlier court decision to change his suspended sentence to a real prison … [+544 chars]"
522,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Slovakia buying two million Sputnik vaccines from Russia - Reuters,"Slovakia is buying 2 million Sputnik V vaccines from Russia and expects half to arrive this month and next as it looks to step up vaccinations amid a surge in COVID-19 infections and deaths, the prime minister said on Monday.",https://static.reuters.com/resources/r/?m=02&d=20210301&t=2&i=1553354773&r=LYNXNPEH201W9&w=800,2021-03-01T17:50:00Z,"By Reuters Staff
FILE PHOTO: A medical specialist holds a vial of Sputnik V vaccine against the coronavirus in a department store in Moscow, Russia, January 18, 2021 REUTERS/Shamil Zhumatov
PRAGUE … [+1417 chars]"
523,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"Russia reports 10,535 new COVID-19 cases, 452 deaths - Reuters","Russia reported 10,535 new COVID-19 cases on Wednesday, including 1,284 in Moscow, taking the national tally to 4,278,750.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-03T08:13:00Z,"By Reuters Staff
MOSCOW, March 3 (Reuters) - Russia reported 10,535 new COVID-19 cases on Wednesday, including 1,284 in Moscow, taking the national tally to 4,278,750.
Authorities said 452 people h… [+153 chars]"
524,"{'id': 'reuters', 'name': 'Reuters'}","Gabrielle Tétrault-Farber, Vladimir Soldatkin",Russia rebukes Facebook for blocking some media posts - Reuters Canada,Russia accused Facebook on Monday of violating citizens' rights by blocking some media outlets' content in the latest standoff between a government and Big Tech.,https://static.reuters.com/resources/r/?m=02&d=20210308&t=2&i=1554113971&r=LYNXMPEH270I2&w=800,2021-03-08T09:35:00Z,"MOSCOW (Reuters) - Russia accused Facebook on Monday of violating citizens rights by blocking some media outlets content in the latest standoff between a government and Big Tech.
FILE PHOTO: A 3D-pr… [+1568 chars]"
525,"{'id': None, 'name': 'Slashdot.org'}",EditorDavid,America Plans 'Aggressive' Cyber Counterattack on Russia,"The Biden administration ""is preparing a series of aggressive cyber attacks on Russia in a major shift in tactics designed as a warning shot to rival powers,"" reports the Telegraph newspaper:

The attack, which is expected in the next fortnight, is in retalia…",https://a.fsdn.com/sd/topics/usa_64.png,2021-03-21T16:34:00Z,"The attack, which is expected in the next fortnight, is in retaliation for the SolarWinds hack, the large-scale infiltration of American government agencies and corporations discovered late last year… [+911 chars]"
526,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,"Amid vaccine scramble, Latin America turns to Russia - Reuters","As Bolivia struggled late last year to secure deals with large drug firms to supply COVID-19 vaccines, the incoming president, Luis Arce, turned to Russia for help. Colette Luke has more.",https://ajo.prod.reuters.tv/api/v2/img/603d5c0de4b085d3b6c3048d-1614633997173?location=LANDSCAPE,2021-03-01T22:10:53Z,"Posted 
As Bolivia struggled late last year to secure deals with large drug firms to supply COVID-19 vaccines, the incoming president, Luis Arce, turned to Russia for help. Colette Luke has more."
527,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Russia bears responsibility for Navalny poisoning - U.N. experts - Reuters,"Russia bears responsibility under international law for the poisoning of Russian opposition figure Alexei Navalny, U.N. human rights experts said on Monday in preliminary findings.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-01T15:31:00Z,"By Reuters Staff
GENEVA, March 1 (Reuters) - Russia bears responsibility under international law for the poisoning of Russian opposition figure Alexei Navalny, U.N. human rights experts said on Mond… [+205 chars]"
528,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Slovakia buying 2 million Sputnik vaccines from Russia - Reuters,"Slovakia has acquired 2 million Sputnik V vaccines from Russia, with the first 1 million doses expected to be delivered in March and April, Prime Minister Igor Matovic said on Monday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-01T17:00:00Z,"By Reuters Staff
PRAGUE, March 1 (Reuters) - Slovakia has acquired 2 million Sputnik V vaccines from Russia, with the first 1 million doses expected to be delivered in March and April, Prime Ministe… [+302 chars]"
529,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"Russia reports 11,022 new COVID-19 cases, 441 deaths - Reuters","Russia on Saturday reported 11,022 new COVID-19 cases, including 1,820 in Moscow, taking the national case tally to 4,312,181 since the pandemic began.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-06T07:40:00Z,"By Reuters Staff
MOSCOW, March 6 (Reuters) - Russia on Saturday reported 11,022 new COVID-19 cases, including 1,820 in Moscow, taking the national case tally to 4,312,181 since the pandemic began.
… [+215 chars]"
530,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"Russia, China sign memorandum on lunar research station - Reuters","Russia and China signed a memorandum of understanding on Tuesday to set up an international lunar research station, Russia's Roscosmos space agency said.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-09T14:10:00Z,"By Reuters Staff
MOSCOW (Reuters) - Russia and China signed a memorandum of understanding on Tuesday to set up an international lunar research station, Russias Roscosmos space agency said.
Moscow a… [+1076 chars]"
531,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"Russia reports 10,253 new coronavirus cases, 379 deaths - Reuters","Russia on Monday reported 10,253 new coronavirus cases in the previous 24 hours, including 1,421 in Moscow, taking the national case tally to 4,333,029 since the pandemic began.",https://static.reuters.com/resources/r/?m=02&d=20210308&t=2&i=1554102814&r=LYNXMPEH270CN&w=800,2021-03-08T07:44:00Z,"By Reuters Staff
FILE PHOTO: A man walks past a sign outside a vaccination centre in the State Department Store, GUM, amid the outbreak of the coronavirus disease (COVID-19), in central Moscow, Russ… [+349 chars]"
532,"{'id': 'reuters', 'name': 'Reuters'}",,Western countries call on Russia at UN rights body to release Navalny - Reuters UK,Western countries call on Russia at UN rights body to release Navalny  Reuters UK,,2021-03-12T12:03:18Z,"FILE PHOTO: Russian opposition leader Alexei Navalny delivers a speech during a rally to demand the release of jailed protesters, who were detained during opposition demonstrations for fair elections… [+2544 chars]"
533,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,WTA roundup: Russians roll in St. Petersburg - Reuters,The four Russians in action Wednesday all earned victories at the St. Petersburg (Russia) Ladies Trophy.,https://static.reuters.com/resources/r/?m=02&d=20210318&t=2&i=1555290629&r=LYNXMPEH2H04Z&w=800,2021-03-18T03:24:00Z,"By Reuters Staff
The four Russians in action Wednesday all earned victories at the St. Petersburg (Russia) Ladies Trophy.
Top-seeded Ekaterina Alexandrova, fourth-seeded Svetlana Kuznetsova and Ver… [+1255 chars]"
534,"{'id': 'reuters', 'name': 'Reuters'}",,"Russia, US China, Pakistan call on Afghans to discuss immediate ceasefire after talks-TASS - Reuters","Russia, US China, Pakistan call on Afghans to discuss immediate ceasefire after talks-TASS  Reuters",,2021-03-18T14:59:49Z,"Aerospace &amp; Defense
Reuters Staff
MOSCOW, March 18 (Reuters) - Officials from Russia, the United States, China and Pakistan called the participants of Afghan peace talks in Moscow on Thursday t… [+590 chars]"
535,"{'id': 'reuters', 'name': 'Reuters'}",,"Washington invites leaders of Russia, China to a climate summit - Reuters","Washington invites leaders of Russia, China to a climate summit  Reuters",,2021-03-26T19:31:33Z,"FILE PHOTO: U.S. President Joe Biden speaks to reporters as he holds his first formal news conference in the East Room of the White House in Washington, U.S., March 25, 2021. REUTERS/Leah Millis
Chi… [+400 chars]"
536,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Russia postpones Soyuz-2.1a rocket launch to Sunday: RIA - Reuters,"Russia has postponed the launch of its Soyuz-2.1a rocket to Sunday, state news agency RIA quoted Roscosmos space agency Director General Dmitry Rogozin as saying on Saturday.",https://static.reuters.com/resources/r/?m=02&d=20210320&t=2&i=1555567373&r=LYNXMPEH2J03M&w=800,2021-03-20T08:21:00Z,"By Reuters Staff
FILE PHOTO: The Soyuz-2.1a carrier rocket with the Soyuz MS-17 spacecraft for the next International Space Station (ISS) crew is set on the launchpad ahead of its upcoming launch, a… [+649 chars]"
537,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"Russia reports 9,803 new COVID-19 cases, 460 deaths - Reuters","Russia on Thursday reported 9,803 new COVID-19 cases, including 1,934 in Moscow, pushing the national case tally to 4,428,239 since the pandemic began.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-18T08:11:00Z,"By Reuters Staff
MOSCOW, March 18 (Reuters) - Russia on Thursday reported 9,803 new COVID-19 cases, including 1,934 in Moscow, pushing the national case tally to 4,428,239 since the pandemic began.… [+121 chars]"
538,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Russia discusses green bond deal as ESG pressures build - Reuters,"Russia's central bank and finance ministry have started consultations on a green bond issue, a senior central bank official said on Tuesday, as Moscow seeks to enhance its sustainability credentials.",https://static.reuters.com/resources/r/?m=02&d=20210323&t=2&i=1555903361&r=LYNXMPEH2M156&w=800,2021-03-23T14:56:00Z,"By Reuters Staff
FILE PHOTO: An exterior view shows a part of the facade of Russian Central Bank headquarters in Moscow, Russia December 3, 2018. REUTERS/Maxim Shemetov
MOSCOW (Reuters) - Russias c… [+1837 chars]"
539,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Russia chides Twitter for slow deletion of banned content - Reuters,Russia's communications watchdog accused Twitter on Tuesday of deleting banned content too slowly in the latest dispute between a major government and Big Tech.,https://static.reuters.com/resources/r/?m=02&d=20210323&t=2&i=1555881630&r=LYNXMPEH2M0SP&w=800,2021-03-23T11:49:00Z,"By Reuters Staff
FILE PHOTO: A 3D-printed Twitter logo displayed in front of Russian flag is seen in this illustration picture, October 27, 2017. REUTERS/Dado Ruvic/Illustration/File Photo
MOSCOW (… [+1339 chars]"
540,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Nornickel pays Russia $2 billion over Arctic fuel leak - Reuters,Russian miner Norilsk Nickel said on Wednesday that it had paid $2 billion to Russia for the environmental damage caused by a huge fuel spill last year in the country's worst Arctic environmental disaster.,https://static.reuters.com/resources/r/?m=02&d=20210310&t=2&i=1554378391&r=LYNXMPEH290OA&w=800,2021-03-10T11:06:00Z,"By Reuters Staff
FILE PHOTO: The logo of Russia's miner Norilsk Nickel (Nornickel) is seen on a board at the St. Petersburg International Economic Forum 2017 (SPIEF 2017) in St. Petersburg, Russia, … [+485 chars]"
541,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Magnitude 6.9 quake strikes offshore Russia: USGS - Reuters,"An earthquake of magnitude 6.9 struck Ust'-Kamchatsk Staryy near Russia on Tuesday, the United States Geological Survey (USGS) said. The quake was at a depth of 57 km, USGS said.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-16T18:57:00Z,"By Reuters Staff
(Reuters) - An earthquake of magnitude 6.9 struck Ust-Kamchatsk Staryy near Russia on Tuesday, the United States Geological Survey (USGS) said. The quake was at a depth of 57 km, US… [+7 chars]"
542,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"Russia reports 9,284 new coronavirus cases, 361 deaths - Reuters","Russia on Monday reported 9,284 new coronavirus cases in the last 24 hours, including 1,586 in Moscow, taking the national tally to 4,466,153.",https://static.reuters.com/resources/r/?m=02&d=20210322&t=2&i=1555715955&r=LYNXMPEH2L0K5&w=800,2021-03-22T08:18:00Z,"By Reuters Staff
FILE PHOTO: People rest on the Spit of Vasilievsky Island with the St. Isaac's Cathedral in the background on the first day of holidays ordered by President Vladimir Putin to curb t… [+379 chars]"
543,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Amundi expects no U.S. sanctions on Russia sovereign debt - Reuters,"Amundi is cautious on Russian bonds over environmental, social and governance (ESG) issues but does not expect the country's debt to be targeted with further sanctions from Washington for now, said Ray Jian, head of emerging market aggregate debt.",https://static.reuters.com/resources/r/?m=02&d=20210312&t=2&i=1554677326&r=LYNXMPEH2B0WT&w=800,2021-03-12T13:18:00Z,"By Reuters Staff
FILE PHOTO: The Amundi company logo is seen at their headquarters in Paris, France, October 7, 2015. REUTERS/Philippe Wojazer
LONDON (Reuters) - Amundi is cautious on Russian bonds… [+1529 chars]"
544,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"Russia reports 8,861 new COVID-19 cases, 401 deaths - Reuters","Russia on Wednesday reported 8,861 new COVID-19 cases, including 1,431 in Moscow, pushing the national case tally to 4,483,471 since the pandemic began.",https://static.reuters.com/resources/r/?m=02&d=20210324&t=2&i=1556001195&r=LYNXMPEH2N0KX&w=800,2021-03-24T08:12:00Z,"By Reuters Staff
FILE PHOTO: People rest on the Spit of Vasilievsky Island with the St. Isaac's Cathedral in the background on the first day of holidays ordered by President Vladimir Putin to curb t… [+429 chars]"
545,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"Russia has begun spaceplane project, says Soviet shuttle designer - Reuters","Russia is developing a reusable spaceplane, a subsidiary of the Kalashnikov conglomerate said on Wednesday, in Russia's first such project since the late Soviet Union's ill-fated Buran space shuttle.",https://static.reuters.com/resources/r/?m=02&d=20210324&t=2&i=1556042015&r=LYNXMPEH2N187&w=800,2021-03-24T13:25:00Z,"By Reuters Staff
MOSCOW (Reuters) - Russia is developing a reusable spaceplane, a subsidiary of the Kalashnikov conglomerate said on Wednesday, in Russias first such project since the late Soviet Un… [+1282 chars]"
546,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"Russia reports 9,270 new COVID-19 cases, 459 deaths - Reuters","Russia reported 9,270 new COVID-19 cases on Thursday, including 1,281 in Moscow, taking its total case tally to 4,360,823 since the pandemic began.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-11T08:00:00Z,"By Reuters Staff
MOSCOW, March 11 (Reuters) - Russia reported 9,270 new COVID-19 cases on Thursday, including 1,281 in Moscow, taking its total case tally to 4,360,823 since the pandemic began.
The… [+207 chars]"
547,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,G7 remains committed to sanctions on Russia over Ukraine - Reuters,"The G7 remains fully committed to the implementation of sanctions on Russia over its annexation of Ukraine's Crimea peninsula and will continue to assist Ukraine in maintaining its independence, the German foreign ministry said on Thursday.",https://static.reuters.com/resources/r/?m=02&d=20210318&t=2&i=1555316264&r=LYNXMPEH2H0H5&w=800,2021-03-18T09:03:00Z,"By Reuters Staff
FILE PHOTO: Flags are placed at the G7 summit in Taormina, Italy, May 26, 2017. REUTERS/Alessandro Bianchi
BERLIN (Reuters) - The G7 remains fully committed to the implementation o… [+527 chars]"
548,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"Russia reports 9,437 new COVID-19 cases, 404 deaths - Reuters","Russia on Monday reported 9,437 new COVID-19 cases, including 1,353 in Moscow, pushing the national infection tally to 4,400,045 since the pandemic began.",https://static.reuters.com/resources/r/?m=02&d=20210315&t=2&i=1554911459&r=LYNXMPEH2E0JU&w=800,2021-03-15T08:13:00Z,"By Reuters Staff
FILE PHOTO: A health worker wearing protective gear takes a swab from a woman to test for the coronavirus disease (COVID-19) at Gemotest laboratory in Moscow, Russia April 6, 2020. … [+333 chars]"
549,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Nornickel pays Russia $2 billion over Arctic fuel leak - Reuters,Russian miner Norilsk Nickel said on Wednesday that it had paid $2 billion to Russia for the environmental damage caused by a huge fuel spill last year in the country's worst Arctic environmental disaster.,https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-10T11:06:00Z,"By Reuters Staff
MOSCOW, March 10 (Reuters) - Russian miner Norilsk Nickel said on Wednesday that it had paid $2 billion to Russia for the environmental damage caused by a huge fuel spill last year … [+252 chars]"
550,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Britain throws weight behind NATO as bulwark against Russia - Reuters,"British foreign minister Dominic Raab will throw his support behind NATO as ""a strong, united, political bulwark against Moscow's de-stabilising activities"", rallying allies to thwart what he said was the threat posed by Russia.",https://static.reuters.com/resources/r/?m=02&d=20210323&t=2&i=1555958606&r=LYNXMPEH2M1P9&w=800,2021-03-23T23:01:00Z,"By Reuters Staff
FILE PHOTO: Banners displaying the NATO logo are placed at the entrance of new NATO headquarters during the move to the new building, in Brussels, Belgium April 19, 2018. REUTERS/Yv… [+986 chars]"
551,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"Russia reports 9,221 new coronavirus cases, 393 deaths - Reuters","Russia on Thursday reported 9,221 new coronavirus cases in the last 24 hours, including 1,787 in Moscow, taking the national tally to 4,492,692.",https://static.reuters.com/resources/r/?m=02&d=20210325&t=2&i=1556146982&r=LYNXMPEH2O0J0&w=800,2021-03-25T08:21:00Z,"By Reuters Staff
FILE PHOTO: A woman walks past a sign outside a vaccination centre in the State Department Store, GUM, amid the outbreak of the coronavirus disease (COVID-19), in central Moscow, Ru… [+304 chars]"
552,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Russia begins producing third COVID-19 vaccine - ministry - Reuters,"Russia has started producing CoviVac, its third vaccine against COVID-19, and will soon make it available for use in its regions, though phase three trials are still under way, officials said on Thursday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-25T14:46:00Z,"By Reuters Staff
MOSCOW (Reuters) - Russia has started producing CoviVac, its third vaccine against COVID-19, and will soon make it available for use in its regions, though phase three trials are st… [+887 chars]"
553,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"Russia reports 8,998 new COVID-19 cases, 427 deaths - Reuters","Russia on Wednesday reported 8,998 new COVID-19 cases, including 1,201 in Moscow, pushing the national infection tally to 4,418,436 since the pandemic began.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-17T08:00:00Z,"By Reuters Staff
MOSCOW, March 17 (Reuters) - Russia on Wednesday reported 8,998 new COVID-19 cases, including 1,201 in Moscow, pushing the national infection tally to 4,418,436 since the pandemic b… [+224 chars]"
554,"{'id': None, 'name': 'National Post'}",Reuters,Russia and China pursue joint research station on the moon - National Post,"<ol><li>Russia and China pursue joint research station on the moon  National Post
</li><li>China and Russia agree to build a lunar research station  The Globe and Mail
</li><li>Planetary pact: China and Russia to launch lunar space station  CTV News
</li><…",https://smartcdn.prod.postmedia.digital/nationalpost/wp-content/uploads/2021/03/AFP_94L9H9-scaled-e1615381128160.jpg,2021-03-10T13:01:17Z,"Russia and China signed a memorandum of understanding on Tuesday to set up an international lunar research station, Russias Roscosmos space agency said.
Moscow and Beijing will draw up a roadmap to … [+1039 chars]"
555,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"BRIEF-Biden Invites Russia, China To First Global Climate Talks - AP News - Reuters","* BIDEN INVITES RUSSIA, CHINA TO FIRST GLOBAL CLIMATE TALKS - AP NEWS Source text : [ID:https://bit.ly/3stdxSC] Further company coverage: [ ]",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-26T20:07:21Z,"By Reuters Staff
March 26 (Reuters) -
* BIDEN INVITES RUSSIA, CHINA TO FIRST GLOBAL CLIMATE TALKS - AP NEWS Source text : [ID:bit.ly/3stdxSC] Further company coverage: [ ]"
556,"{'id': None, 'name': 'Android Central'}",Michael Allison,Russia threatens to block Twitter over illegal content,"Twitter has expressed free speech concerns over the demands.



What you need to know


Twitter faces a ban in Russia over its refusal to take down illegal material.
The contentious content includes illegal drugs and sexual imagery.
The Russian government say…",https://www.androidcentral.com/sites/androidcentral.com/files/styles/large/public/article_images/2020/12/twitter-logo-coffee-keyboard.jpg,2021-03-16T23:29:49Z,"Twitter and other social media companies are prone to threats of takedowns from countries where there is a clash of values between the companies and the government. This time, it's Russia. The social… [+1368 chars]"
557,"{'id': 'reuters', 'name': 'Reuters'}","DANIEL RAMOS, Aislinn Laing, Cassandra Garrison","Amid scramble for COVID-19 vaccine, Latin America turns to Russia - Reuters","As Bolivia struggled late last year to secure deals with large drug firms to supply COVID-19 vaccines, the incoming president, Luis Arce, turned to Russia for help.",https://static.reuters.com/resources/r/?m=02&d=20210301&t=2&i=1553307266&r=LYNXNPEH2018Y&w=800,2021-03-01T11:13:00Z,"LA PAZ (Reuters) - As Bolivia struggled late last year to secure deals with large drug firms to supply COVID-19 vaccines, the incoming president, Luis Arce, turned to Russia for help.
FILE PHOTO: Bo… [+8461 chars]"
558,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Treasury nominee Adeyemo vows focus on any Iranian efforts to evade U.S. sanctions - Reuters,"Wally Adeyemo, President Joe Biden's nominee as deputy Treasury secretary, underscored his commitment to rigorous enforcement of U.S. sanctions against Iran, Russia and other countries.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-01T22:10:00Z,"By Reuters Staff
WASHINGTON, March 1 (Reuters) - Wally Adeyemo, President Joe Bidens nominee as deputy Treasury secretary, underscored his commitment to rigorous enforcement of U.S. sanctions agains… [+485 chars]"
559,"{'id': None, 'name': 'The Times'}","Marc Bennetts, Moscow",Moscow and Beijing take small step to a moon base - The Times,"<ol><li>Moscow and Beijing take small step to a moon base  The Times
</li><li>China and Russia threat as superpowers look to build joint space station on the MOON  Daily Express
</li><li>China and Russia are joining forces to build a moon base  Metro.co.uk…",https://www.thetimes.co.uk/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2F2cf2eda6-81c9-11eb-8dc5-6a6f238d9d27.jpg?crop=4876%2C2743%2C62%2C105&resize=685,2021-03-11T00:01:00Z,"Russia has struck a deal with China to build a lunar research station as the Kremlin seeks to emulate Soviet-era space triumphs after years of decline.
Roscosmos, the Russian space agency, said the … [+561 chars]"
560,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Russia says clinical trials for one-shot Sputnik Light vaccine are complete - Reuters,"Russia has completed clinical trials for its one-shot ""Sputnik-Light"" version of its COVID-19 vaccine, the health minister said on state television on Monday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-22T14:25:00Z,"By Reuters Staff
MOSCOW (Reuters) - Russia has completed clinical trials for its one-shot Sputnik-Light version of its COVID-19 vaccine, the health minister said on state television on Monday.
Russ… [+432 chars]"
561,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Bulgaria expels two Russian diplomats over suspected espionage - Reuters,"Bulgaria expelled two Russian diplomats on Monday for suspected espionage after prosecutors charged six people, including current and former military intelligence officers, with spying for Russia.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-22T16:50:00Z,"By Reuters Staff
SOFIA (Reuters) - Bulgaria expelled two Russian diplomats on Monday for suspected espionage after prosecutors charged six people, including current and former military intelligence … [+1846 chars]"
562,"{'id': 'reuters', 'name': 'Reuters'}","Maher Chmaytelli, Tuvan Gumrukcu, Tom Balmforth","Turkey, Russia, Qatar to push for political resolution in Syria - Reuters","Turkey, Russia and Qatar are making a joint attempt to promote a political solution to Syria's 10-year conflict, Turkish Foreign Minister Mevlut Cavusoglu said on Thursday.",https://static.reuters.com/resources/r/?m=02&d=20210311&t=2&i=1554531153&r=LYNXMPEH2A10H&w=800,2021-03-11T12:54:00Z,"DUBAI/ANKARA/MOSCOW (Reuters) - Turkey, Russia and Qatar are making a joint attempt to promote a political solution to Syrias 10-year conflict, Turkish Foreign Minister Mevlut Cavusoglu said on Thurs… [+2372 chars]"
563,"{'id': 'reuters', 'name': 'Reuters'}",Alexander Tanas,"In standoff with president, Moldovan parliament nominates its own canddate for premier - Reuters UK","Moldova's parliament on Thursday nominated the country's ambassador to Russia as prime minister, in a challenge to the candidate proposed by President Maia Sandu.",https://static.reuters.com/resources/r/?m=02&d=20210318&t=2&i=1555329164&r=LYNXMPEH2H0ND&w=800,2021-03-18T10:48:00Z,"FILE PHOTO: Moldova's President Maia Sandu attends a news briefing with European Council President Charles Michel (not pictured) in Chisinau, Moldova February 28, 2021. REUTERS/Vladislav Culiomza
CH… [+1421 chars]"
564,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,UPDATE 1-Taliban to send delegation to Afghanistan peace meeting hosted by Russia - Reuters,"The Taliban will send a 10-person delegation to an Afghanistan peace meeting hosted by Russia this week, the insurgent group's spokesman said on Monday.",https://s1.reutersmedia.net/resources_v2/images/rcom-default.png?w=800,2021-03-15T18:38:00Z,"By Reuters Staff
(Adds U.S. special envoy visit, background context, blast in Kabul)
KABUL, March 15 (Reuters) - The Taliban will send a 10-person delegation to an Afghanistan peace meeting hosted … [+2037 chars]"
